Order_ID;Row ID;Product_ID;Customer_ID;Order_Date;Ship_Date;Ship_Mode;Sales;Quantity;Discount;Profit
CA-2015-135545;65;OFF-PA-10003892;KM-16720;11/24/2015;11/30/2015;Standard Class;146.73;3;0;68.9631
CA-2015-135545;66;FUR-FU-10000397;KM-16720;11/24/2015;11/30/2015;Standard Class;79.76;4;0;22.3328
US-2015-164175;67;FUR-CH-10001146;PS-18970;4/30/2015;5/5/2015;Standard Class;213.115;5;0.3;-15.2225
CA-2014-106376;68;OFF-AR-10002671;BS-11590;12/5/2014;12/10/2014;Standard Class;1113.024;8;0.2;111.3024
CA-2014-106376;69;TEC-PH-10002726;BS-11590;12/5/2014;12/10/2014;Standard Class;167.968;4;0.2;62.988
CA-2016-119823;70;OFF-PA-10000482;KD-16270;6/4/2016;6/6/2016;First Class;75.88;2;0;35.6636
CA-2016-106075;71;OFF-BI-10004654;HM-14980;9/18/2016;9/23/2016;Standard Class;4.616;1;0.2;1.731
CA-2017-114440;72;OFF-PA-10004675;TB-21520;9/14/2017;9/17/2017;Second Class;19.05;3;0;8.763
US-2015-134026;73;FUR-CH-10000513;JE-15745;4/26/2015;5/2/2015;Standard Class;831.936;8;0.2;-114.3912
US-2015-134026;74;FUR-FU-10003708;JE-15745;4/26/2015;5/2/2015;Standard Class;97.04;2;0.2;1.213
US-2015-134026;75;OFF-ST-10004123;JE-15745;4/26/2015;5/2/2015;Standard Class;72.784;1;0.2;-18.196
US-2017-118038;76;OFF-BI-10004182;KB-16600;12/9/2017;12/11/2017;First Class;1.248;3;0.8;-1.9344
US-2017-118038;77;FUR-FU-10000260;KB-16600;12/9/2017;12/11/2017;First Class;9.708;3;0.6;-5.8248
US-2017-118038;78;OFF-ST-10000615;KB-16600;12/9/2017;12/11/2017;First Class;27.24;3;0.2;2.724
US-2014-147606;79;FUR-FU-10003194;JE-15745;11/26/2014;12/1/2014;Second Class;19.3;5;0.6;-14.475
CA-2016-127208;80;OFF-AP-10002118;SC-20770;6/12/2016;6/15/2016;First Class;208.16;1;0;56.2032
CA-2016-127208;81;OFF-BI-10002309;SC-20770;6/12/2016;6/15/2016;First Class;16.74;3;0;8.0352
CA-2014-139451;82;OFF-AR-10002053;DN-13690;10/12/2014;10/16/2014;Standard Class;14.9;5;0;4.172
CA-2014-139451;83;OFF-ST-10002370;DN-13690;10/12/2014;10/16/2014;Standard Class;21.39;1;0;6.2031
CA-2015-149734;84;OFF-EN-10000927;JC-16105;9/3/2015;9/8/2015;Standard Class;200.984;7;0.2;62.8075
US-2017-119662;85;OFF-ST-10003656;CS-12400;11/13/2017;11/16/2017;First Class;230.376;3;0.2;-48.9549
CA-2017-140088;86;FUR-CH-10000863;PO-18865;5/28/2017;5/30/2017;Second Class;301.96;2;0;33.2156
CA-2017-155558;87;TEC-AC-10001998;PG-18895;10/26/2017;11/2/2017;Standard Class;19.99;1;0;6.7966
CA-2017-155558;88;OFF-LA-10000134;PG-18895;10/26/2017;11/2/2017;Standard Class;6.16;2;0;2.9568
CA-2016-159695;89;OFF-ST-10003442;GM-14455;4/5/2016;4/10/2016;Second Class;158.368;7;0.2;13.8572
CA-2016-109806;90;OFF-AR-10004930;JS-15685;9/17/2016;9/22/2016;Standard Class;20.1;3;0;6.633
CA-2016-109806;91;TEC-PH-10004093;JS-15685;9/17/2016;9/22/2016;Standard Class;73.584;2;0.2;8.2782
CA-2016-109806;92;OFF-PA-10000304;JS-15685;9/17/2016;9/22/2016;Standard Class;6.48;1;0;3.1104
CA-2015-149587;93;OFF-PA-10003177;KB-16315;1/31/2015;2/5/2015;Second Class;12.96;2;0;6.2208
CA-2015-149587;94;FUR-FU-10003799;KB-16315;1/31/2015;2/5/2015;Second Class;53.34;3;0;16.5354
CA-2015-149587;95;OFF-BI-10002852;KB-16315;1/31/2015;2/5/2015;Second Class;32.96;2;0;16.1504
US-2017-109484;96;OFF-BI-10004738;RB-19705;11/6/2017;11/12/2017;Standard Class;5.682;1;0.7;-3.788
CA-2017-161018;97;FUR-FU-10000629;PN-18775;11/9/2017;11/11/2017;Second Class;96.53;7;0;40.5426
CA-2017-157833;98;OFF-BI-10001721;KD-16345;6/17/2017;6/20/2017;First Class;51.312;3;0.2;17.9592
CA-2016-149223;99;OFF-AP-10000358;ER-13855;9/6/2016;9/11/2016;Standard Class;77.88;6;0;22.5852
CA-2016-158568;100;OFF-PA-10003256;RB-19465;8/29/2016;9/2/2016;Standard Class;64.624;7;0.2;22.6184
CA-2016-158568;101;TEC-AC-10001767;RB-19465;8/29/2016;9/2/2016;Standard Class;95.976;3;0.2;-10.7973
CA-2016-158568;102;OFF-BI-10002609;RB-19465;8/29/2016;9/2/2016;Standard Class;1.788;3;0.8;-3.0396
CA-2016-129903;103;OFF-PA-10004040;GZ-14470;12/1/2016;12/4/2016;Second Class;23.92;4;0;11.7208
US-2015-156867;104;TEC-AC-10001552;LC-16870;11/13/2015;11/17/2015;Standard Class;238.896;6;0.2;-26.8758
US-2015-156867;105;FUR-FU-10004006;LC-16870;11/13/2015;11/17/2015;Standard Class;102.36;3;0.2;-3.8385
US-2015-156867;106;OFF-BI-10002794;LC-16870;11/13/2015;11/17/2015;Standard Class;36.882;3;0.7;-25.8174
CA-2017-119004;107;TEC-AC-10003499;JM-15250;11/23/2017;11/28/2017;Standard Class;74.112;8;0.2;17.6016
CA-2017-119004;108;TEC-PH-10002844;JM-15250;11/23/2017;11/28/2017;Standard Class;27.992;1;0.2;2.0994
CA-2017-119004;109;OFF-AR-10000390;JM-15250;11/23/2017;11/28/2017;Standard Class;3.304;1;0.2;1.0738
CA-2015-129476;110;TEC-AC-10000844;PA-19060;10/15/2015;10/20/2015;Standard Class;339.96;5;0.2;67.992
CA-2017-146780;111;FUR-FU-10001934;CV-12805;12/25/2017;12/30/2017;Standard Class;41.96;2;0;10.9096
CA-2016-128867;112;OFF-AR-10000380;CL-12565;11/3/2016;11/10/2016;Standard Class;75.96;2;0;22.788
CA-2016-128867;113;OFF-BI-10003981;CL-12565;11/3/2016;11/10/2016;Standard Class;27.24;6;0;13.3476
CA-2014-115259;114;OFF-FA-10000621;RC-19960;8/25/2014;8/27/2014;Second Class;40.096;14;0.2;14.5348
CA-2014-115259;115;OFF-EN-10002600;RC-19960;8/25/2014;8/27/2014;Second Class;4.72;2;0.2;1.652
CA-2014-115259;116;OFF-PA-10004965;RC-19960;8/25/2014;8/27/2014;Second Class;23.976;3;0.2;7.4925
CA-2014-115259;117;OFF-EN-10002504;RC-19960;8/25/2014;8/27/2014;Second Class;130.464;6;0.2;44.0316
CA-2015-110457;118;FUR-TA-10001768;DK-13090;3/2/2015;3/6/2015;Standard Class;787.53;3;0;165.3813
US-2015-136476;119;OFF-BI-10003650;GG-14650;4/5/2015;4/10/2015;Standard Class;157.794;1;0.7;-115.7156
CA-2016-103730;120;FUR-FU-10002157;SC-20725;6/12/2016;6/15/2016;First Class;47.04;3;0;18.3456
CA-2016-103730;121;OFF-BI-10003910;SC-20725;6/12/2016;6/15/2016;First Class;30.84;4;0;13.878
CA-2016-103730;122;OFF-ST-10000777;SC-20725;6/12/2016;6/15/2016;First Class;226.56;6;0;63.4368
CA-2016-103730;123;OFF-EN-10002500;SC-20725;6/12/2016;6/15/2016;First Class;115.02;9;0;51.759
CA-2016-103730;124;TEC-PH-10003875;SC-20725;6/12/2016;6/15/2016;First Class;68.04;7;0;19.7316
US-2014-152030;125;FUR-CH-10004063;AD-10180;12/26/2014;12/28/2014;Second Class;600.558;3;0.3;-8.5794
US-2014-134614;126;FUR-TA-10004534;PF-19165;9/20/2014;9/25/2014;Standard Class;617.7;6;0.5;-407.682
US-2017-107272;127;OFF-BI-10003274;TS-21610;11/5/2017;11/12/2017;Standard Class;2.388;2;0.7;-1.8308
US-2017-107272;128;OFF-ST-10002974;TS-21610;11/5/2017;11/12/2017;Standard Class;243.992;7;0.2;30.499
US-2016-125969;129;FUR-CH-10001146;LS-16975;11/6/2016;11/10/2016;Second Class;81.424;2;0.2;-9.1602
US-2016-125969;130;FUR-FU-10003773;LS-16975;11/6/2016;11/10/2016;Second Class;238.56;3;0;26.2416
US-2017-164147;131;TEC-PH-10002293;DW-13585;2/2/2017;2/5/2017;First Class;59.97;5;0.4;-11.994
US-2017-164147;132;OFF-PA-10002377;DW-13585;2/2/2017;2/5/2017;First Class;78.304;2;0.2;29.364
US-2017-164147;133;OFF-FA-10002780;DW-13585;2/2/2017;2/5/2017;First Class;21.456;9;0.2;6.9732
CA-2016-145583;134;OFF-PA-10001804;LC-16885;10/13/2016;10/19/2016;Standard Class;20.04;3;0;9.6192
CA-2016-145583;135;OFF-PA-10001736;LC-16885;10/13/2016;10/19/2016;Standard Class;35.44;1;0;16.6568
CA-2016-145583;136;OFF-AR-10001149;LC-16885;10/13/2016;10/19/2016;Standard Class;11.52;4;0;3.456
CA-2016-145583;137;OFF-FA-10002988;LC-16885;10/13/2016;10/19/2016;Standard Class;4.02;2;0;1.9698
CA-2016-145583;138;OFF-BI-10004781;LC-16885;10/13/2016;10/19/2016;Standard Class;76.176;3;0.2;26.6616
CA-2016-145583;139;OFF-SU-10001218;LC-16885;10/13/2016;10/19/2016;Standard Class;65.88;6;0;18.4464
CA-2016-145583;140;FUR-FU-10001706;LC-16885;10/13/2016;10/19/2016;Standard Class;43.12;14;0;20.6976
CA-2016-110366;141;FUR-FU-10004848;JD-15895;9/5/2016;9/7/2016;Second Class;82.8;2;0.2;10.35
CA-2017-106180;142;OFF-AR-10000940;SH-19975;9/18/2017;9/23/2017;Standard Class;8.82;3;0;2.3814
CA-2017-106180;143;OFF-EN-10004030;SH-19975;9/18/2017;9/23/2017;Standard Class;10.86;3;0;5.1042
CA-2017-106180;144;OFF-PA-10004327;SH-19975;9/18/2017;9/23/2017;Standard Class;143.7;3;0;68.976
CA-2017-155376;145;OFF-AP-10001058;SG-20080;12/22/2017;12/27/2017;Standard Class;839.43;3;0;218.2518
CA-2015-110744;146;OFF-ST-10003656;HA-14920;9/7/2015;9/12/2015;Standard Class;671.93;7;0;20.1579
CA-2014-110072;147;FUR-FU-10000521;MG-17680;10/22/2014;10/28/2014;Standard Class;93.888;4;0.2;12.9096
CA-2016-114489;148;TEC-PH-10000215;JE-16165;12/5/2016;12/9/2016;Standard Class;384.45;11;0;103.8015
CA-2016-114489;149;TEC-PH-10001448;JE-16165;12/5/2016;12/9/2016;Standard Class;149.97;3;0;5.9988
CA-2016-114489;150;FUR-CH-10000454;JE-16165;12/5/2016;12/9/2016;Standard Class;1951.84;8;0;585.552
CA-2016-114489;151;OFF-BI-10002735;JE-16165;12/5/2016;12/9/2016;Standard Class;171.55;5;0;80.6285
CA-2016-158834;152;OFF-AP-10000326;TW-21025;3/13/2016;3/16/2016;First Class;157.92;5;0.2;17.766
CA-2016-158834;153;TEC-PH-10001254;TW-21025;3/13/2016;3/16/2016;First Class;203.184;2;0.2;15.2388
CA-2015-124919;154;OFF-PA-10001950;SP-20650;5/31/2015;6/2/2015;First Class;58.38;7;0;26.271
CA-2015-124919;155;OFF-PA-10002254;SP-20650;5/31/2015;6/2/2015;First Class;105.52;4;0;48.5392
CA-2015-124919;156;OFF-ST-10001590;SP-20650;5/31/2015;6/2/2015;First Class;80.88;6;0;21.0288
CA-2015-118948;157;OFF-AR-10001547;NK-18490;5/28/2015;6/3/2015;Standard Class;6.63;3;0;1.7901
CA-2014-104269;158;FUR-CH-10004063;DB-13060;3/1/2014;3/6/2014;Second Class;457.568;2;0.2;51.4764
CA-2016-114104;159;OFF-LA-10002475;NP-18670;11/20/2016;11/24/2016;Standard Class;14.62;2;0;6.8714
CA-2016-114104;160;TEC-PH-10004536;NP-18670;11/20/2016;11/24/2016;Standard Class;944.93;7;0;236.2325
CA-2016-162733;161;OFF-PA-10002751;TT-21070;5/11/2016;5/12/2016;First Class;5.98;1;0;2.691
CA-2015-119697;162;TEC-AC-10003657;EM-13960;12/28/2015;12/31/2015;Second Class;54.384;2;0.2;1.3596
CA-2016-154508;163;OFF-EN-10001990;RD-19900;11/16/2016;11/20/2016;Standard Class;28.4;5;0;13.348
CA-2016-113817;164;OFF-BI-10004002;MJ-17740;11/7/2016;11/11/2016;Standard Class;27.68;2;0.2;9.688
CA-2014-139892;165;OFF-AR-10004441;BM-11140;9/8/2014;9/12/2014;Standard Class;9.936;3;0.2;2.7324
CA-2014-139892;166;TEC-MA-10000822;BM-11140;9/8/2014;9/12/2014;Standard Class;8159.952;8;0.4;-1359.992
CA-2014-139892;167;OFF-ST-10000991;BM-11140;9/8/2014;9/12/2014;Standard Class;275.928;3;0.2;-58.6347
CA-2014-139892;168;FUR-CH-10004287;BM-11140;9/8/2014;9/12/2014;Standard Class;1740.06;9;0.3;-24.858
CA-2014-139892;169;OFF-AR-10002656;BM-11140;9/8/2014;9/12/2014;Standard Class;32.064;6;0.2;6.8136
CA-2014-139892;170;OFF-AP-10002518;BM-11140;9/8/2014;9/12/2014;Standard Class;177.98;5;0.8;-453.849
CA-2014-139892;171;TEC-PH-10003931;BM-11140;9/8/2014;9/12/2014;Standard Class;143.976;3;0.2;8.9985
CA-2014-118962;172;OFF-PA-10000659;CS-12130;8/5/2014;8/9/2014;Standard Class;20.94;3;0;9.8418
CA-2014-118962;173;OFF-PA-10001144;CS-12130;8/5/2014;8/9/2014;Standard Class;110.96;2;0;53.2608
CA-2014-118962;174;FUR-CH-10003817;CS-12130;8/5/2014;8/9/2014;Standard Class;340.144;7;0.2;21.259
US-2014-100853;175;OFF-AP-10000891;JB-15400;9/14/2014;9/19/2014;Standard Class;52.448;2;0.8;-131.12
US-2014-100853;176;OFF-LA-10003148;JB-15400;9/14/2014;9/19/2014;Standard Class;20.16;4;0.2;6.552
US-2017-152366;177;OFF-AP-10002684;SJ-20500;4/21/2017;4/25/2017;Second Class;97.264;4;0.8;-243.16
US-2015-101511;178;FUR-CH-10004698;JE-15745;11/21/2015;11/23/2015;Second Class;396.802;7;0.3;-11.3372
US-2015-101511;179;OFF-SU-10002189;JE-15745;11/21/2015;11/23/2015;Second Class;15.88;5;0.2;-3.7715
CA-2015-137225;180;OFF-AR-10001940;JK-15640;12/15/2015;12/19/2015;Standard Class;3.28;1;0;1.4104
CA-2014-166191;181;OFF-ST-10003455;DK-13150;12/5/2014;12/9/2014;Second Class;24.816;2;0.2;1.8612
CA-2014-166191;182;TEC-AC-10004659;DK-13150;12/5/2014;12/9/2014;Second Class;408.744;7;0.2;76.6395
CA-2014-158274;183;TEC-PH-10003273;RM-19675;11/19/2014;11/24/2014;Second Class;503.96;4;0;131.0296
CA-2014-158274;184;TEC-PH-10004896;RM-19675;11/19/2014;11/24/2014;Second Class;149.95;5;0;41.986
CA-2014-158274;185;TEC-AC-10002345;RM-19675;11/19/2014;11/24/2014;Second Class;R29,00;2;0;7.25
CA-2016-105018;186;OFF-BI-10001890;SK-19990;11/28/2016;12/2/2016;Standard Class;7.16;2;0;3.4368
CA-2014-123260;187;TEC-AC-10002323;FM-14290;8/26/2014;8/30/2014;Standard Class;176.8;8;0;22.984
CA-2016-157000;188;OFF-ST-10001328;AM-10360;7/16/2016;7/22/2016;Standard Class;37.224;3;0.2;3.7224
CA-2016-157000;189;OFF-PA-10001950;AM-10360;7/16/2016;7/22/2016;Standard Class;20.016;3;0.2;6.255
CA-2015-102281;190;FUR-BO-10002613;MP-17470;10/12/2015;10/14/2015;First Class;899.136;4;0.2;112.392
CA-2015-102281;191;TEC-PH-10001552;MP-17470;10/12/2015;10/14/2015;First Class;71.76;6;0;20.0928
CA-2015-102281;192;OFF-PA-10000061;MP-17470;10/12/2015;10/14/2015;First Class;51.84;8;0;24.8832
CA-2015-102281;193;FUR-BO-10002545;MP-17470;10/12/2015;10/14/2015;First Class;626.352;3;0.2;46.9764
CA-2015-102281;194;OFF-AR-10003514;MP-17470;10/12/2015;10/14/2015;First Class;19.9;5;0;6.567
CA-2015-131457;195;OFF-EN-10001509;MZ-17515;10/31/2015;11/6/2015;Standard Class;14.28;7;0;6.7116
CA-2014-140004;196;OFF-AR-10004685;CB-12025;3/21/2014;3/25/2014;Standard Class;7.408;2;0.2;1.2038
CA-2014-140004;197;OFF-AR-10004027;CB-12025;3/21/2014;3/25/2014;Standard Class;6.048;3;0.2;1.5876
CA-2017-107720;198;OFF-ST-10001414;VM-21685;11/6/2017;11/13/2017;Standard Class;46.26;3;0;12.0276
US-2017-124303;199;OFF-BI-10000343;FH-14365;7/6/2017;7/13/2017;Standard Class;2.946;2;0.7;-2.2586
US-2017-124303;200;OFF-PA-10002749;FH-14365;7/6/2017;7/13/2017;Standard Class;16.056;3;0.2;5.8203
CA-2017-105074;201;OFF-PA-10002666;MB-17305;6/24/2017;6/29/2017;Standard Class;21.744;3;0.2;6.795
CA-2014-133690;202;FUR-TA-10004289;BS-11755;8/3/2014;8/5/2014;First Class;218.75;2;0.5;-161.875
CA-2014-133690;203;OFF-AP-10003622;BS-11755;8/3/2014;8/5/2014;First Class;2.6;1;0.2;0.2925
US-2017-116701;204;OFF-AP-10003217;LC-17140;12/17/2017;12/21/2017;Second Class;66.284;2;0.8;-178.9668
CA-2017-126382;205;FUR-FU-10002960;HK-14890;6/3/2017;6/7/2017;Standard Class;35.168;7;0.2;9.6712
CA-2017-108329;206;TEC-PH-10001918;LE-16810;12/9/2017;12/14/2017;Standard Class;444.768;4;0.2;44.4768
CA-2017-135860;207;OFF-ST-10000642;JH-15985;12/1/2017;12/7/2017;Standard Class;83.92;4;0;5.8744
CA-2017-135860;208;TEC-PH-10001700;JH-15985;12/1/2017;12/7/2017;Standard Class;131.98;2;0;35.6346
CA-2017-135860;209;OFF-BI-10003274;JH-15985;12/1/2017;12/7/2017;Standard Class;15.92;4;0;7.4824
CA-2017-135860;210;OFF-FA-10000134;JH-15985;12/1/2017;12/7/2017;Standard Class;52.29;9;0;16.2099
CA-2017-135860;211;OFF-ST-10001522;JH-15985;12/1/2017;12/7/2017;Standard Class;91.99;1;0;3.6796
CA-2015-101007;212;TEC-AC-10001266;MS-17980;2/9/2015;2/13/2015;Second Class;20.8;2;0.2;6.5
CA-2015-146262;213;OFF-LA-10004544;VW-21775;1/2/2015;1/9/2015;Standard Class;23.68;2;0.2;8.88
CA-2015-146262;214;FUR-BO-10004695;VW-21775;1/2/2015;1/9/2015;Standard Class;452.45;5;0.5;-244.323
CA-2015-146262;215;TEC-PH-10002844;VW-21775;1/2/2015;1/9/2015;Standard Class;62.982;3;0.4;-14.6958
CA-2015-146262;216;TEC-MA-10000864;VW-21775;1/2/2015;1/9/2015;Standard Class;R1 188,00;9;0.7;-950.4
CA-2015-146262;217;TEC-AC-10000109;VW-21775;1/2/2015;1/9/2015;Standard Class;89.584;2;0.2;4.4792
CA-2016-130162;218;OFF-ST-10001328;JH-15910;10/28/2016;11/1/2016;Standard Class;93.06;6;0;26.0568
CA-2016-130162;219;TEC-PH-10002563;JH-15910;10/28/2016;11/1/2016;Standard Class;302.376;3;0.2;22.6782
CA-2015-169397;220;OFF-FA-10000585;JB-15925;12/24/2015;12/27/2015;First Class;5.584;2;0.2;1.8148
CA-2015-169397;221;OFF-PA-10004000;JB-15925;12/24/2015;12/27/2015;First Class;22.704;6;0.2;8.2302
CA-2015-169397;222;OFF-BI-10002852;JB-15925;12/24/2015;12/27/2015;First Class;19.776;4;0.7;-13.8432
CA-2015-169397;223;FUR-FU-10000087;JB-15925;12/24/2015;12/27/2015;First Class;72.704;4;0.2;19.0848
CA-2015-169397;224;TEC-MA-10001148;JB-15925;12/24/2015;12/27/2015;First Class;479.988;4;0.7;-383.9904
CA-2015-169397;225;OFF-AR-10001958;JB-15925;12/24/2015;12/27/2015;First Class;27.168;2;0.2;2.7168
CA-2015-163055;226;OFF-AR-10001026;DS-13180;8/9/2015;8/16/2015;Standard Class;2.2;1;0;0.968
